,kakou_no,status,statusRate,X,Y
367,3701044122.0,0,0.676136363636,116.9588041,36.64630782
368,3701044123.0,0,0.934659090909,116.9787224,36.65951423
369,3701044124.0,0,0.96875,116.9674593,36.66225012
370,3701044125.0,0,0.967803030303,116.8831837,36.66157254
371,3701044126.0,0,0.859848484848,116.8831965,36.67142941
372,3701044127.0,0,0.967803030303,116.8735058,36.67892114
373,3701044128.0,0,0.846590909091,116.8965435,36.71879606
374,3701044130.0,0,0.976325757576,116.9308316,36.69164174
377,3701044133.0,0,0.976325757576,116.9410848,36.68515999
378,3701044134.0,0,0.872474747475,116.9454443,36.68288434
379,3701044201.0,0,0.976641414141,116.9267917,36.72209447
380,3701044202.0,0,0.97095959596,116.9265872,36.69938916
381,3701044203.0,0,0.977272727273,116.9309339,36.68420115
382,3701044204.0,0,0.975378787879,116.9256667,36.7015881
383,3701044205.0,0,0.977272727273,116.9259735,36.69923574
384,3701044206.0,0,0.933712121212,116.9265872,36.69672998
385,3701044207.0,0,0.810606060606,116.9267917,36.6929969
386,3701044208.0,0,0.976325757576,116.9268428,36.69545152
387,3701044209.0,0,0.977272727273,116.9266383,36.6966277
388,3701044210.0,0,0.977272727273,116.9310873,36.68394546
389,3701044211.0,0,0.783143939394,116.932826,36.68138855
390,3701044212.0,0,0.975378787879,116.9347181,36.67596791
391,3701044213.0,0,0.976641414141,116.9332862,36.67300191
392,3701044214.0,0,0.976325757576,116.9325703,36.67197914
393,3701044215.0,0,0.977272727273,116.9277122,36.66333681
394,3701044216.0,0,0.97490530303,116.9276611,36.65740479
395,3701044217.0,0,0.97821969697,116.9275076,36.65633089
396,3701044218.0,0,0.977272727273,116.9267406,36.65208643
397,3701044219.0,0,0.951388888889,116.9162573,36.68205335
398,3701044220.0,0,0.960227272727,116.9278656,36.68087717
399,3701044221.0,0,0.97821969697,116.9391671,36.68174652
400,3701044222.0,0,0.941287878788,116.8915448,36.70097444
459,3701055001.0,0,0.382575757576,116.8684943,36.79578445
460,3701055002.0,0,0.589962121212,116.9327237,36.76801647
461,3701055003.0,0,0.589962121212,116.8720228,36.7457714
462,3701055004.0,0,0.522727272727,116.9115526,36.78928991
463,3701055005.0,0,0.391098484848,116.9696454,36.79286958
464,3701055008.0,0,0.635416666667,117.0176641,36.70989803
466,3701055010.0,0,0.32196969697,116.9778019,36.69056784
467,3701055012.0,0,0.526515151515,117.0043298,36.68536454
468,3701055015.0,0,0.957386363636,117.0267667,36.68737171
469,3701055016.0,0,0.708333333333,117.0454321,36.70263643
470,3701055017.0,0,0.951704545455,116.9737365,36.67494515
472,3701055019.0,0,0.794507575758,117.006695,36.66534398
473,3701055020.0,0,0.541666666667,117.0331589,36.74316336
474,3701055022.0,0,0.214962121212,116.9917371,36.76934606
475,3701055030.0,0,0.952651515152,36.7911944,116.9776111
476,3701055031.0,0,0.731060606061,36.7092556,116.8781556
477,3701055034.0,0,0.96875,116.9941278,36.69432649
478,3701055035.0,0,0.0643939393939,116.9085482,36.79437815
518,3701055101.0,0,0.816287878788,117.0162066,36.67793673
519,3701055102.0,0,0.914772727273,117.0145278,36.67730447
520,3701055103.0,0,0.974431818182,116.9909189,36.66855289
521,3701055104.0,0,0.94696969697,116.9880972,36.68404828
522,3701055105.0,0,0.970170454545,116.9713841,36.68305054
523,3701055106.0,0,0.977272727273,116.9514403,36.69166731
524,3701055107.0,0,0.640782828283,116.9517727,36.7181824
525,3701055108.0,0,0.89678030303,116.9684181,36.72091829
526,3701055109.0,0,0.908143939394,116.9885665,36.72229902
527,3701055110.0,0,0.967329545455,116.9876822,36.70676974
528,3701055111.0,0,0.869318181818,116.9705659,36.69841753
529,3701055112.0,0,0.958333333333,116.9934758,36.70498878
530,3701055113.0,0,0.888888888889,117.0024505,36.70299439
531,3701055114.0,0,0.969696969697,117.027815,36.70250858
532,3701055115.0,0,0.956439393939,117.0221642,36.70291769
533,3701055116.0,0,0.729166666667,117.0109394,36.7034802
534,3701055117.0,0,0.267045454545,117.0375824,36.7030711
535,3701055118.0,0,0.969696969697,117.045317,36.70287933
536,3701055119.0,0,0.979166666667,117.0372752,36.68923583
537,3701055120.0,0,0.973484848485,116.9759865,36.6962186
538,3701055125.0,0,0.931818181818,117.0252709,36.68519834
539,3701055126.0,0,0.907196969697,117.0092519,36.68422671
540,3701055127.0,0,0.970643939394,117.0204128,36.68496822
541,3701055128.0,0,0.462121212121,116.9879784,36.67765547
542,3701055130.0,0,0.891414141414,117.0092647,36.67653043
543,3701055131.0,0,0.730429292929,117.0020414,36.6744082
544,3701055132.0,0,0.969696969697,116.978096,36.68334458
545,3701055133.0,0,0.964015151515,116.9994589,36.68450797
546,3701055134.0,0,0.969065656566,116.9514786,36.68325509
547,3701055135.0,0,0.967803030303,117.0365852,36.69634644
548,3701055136.0,0,0.977272727273,116.9846672,36.68441848
549,3701055137.0,0,0.977272727273,116.9641225,36.68362584
550,3701055138.0,0,0.939393939394,117.0184439,36.71690395
551,3701055139.0,0,0.501893939394,117.0244015,36.78082656
552,3701055140.0,0,0.909090909091,117.0559665,36.78770463
553,3701055141.0,0,0.776515151515,116.9075382,36.78982686
554,3701055142.0,0,0.969696969697,116.9467611,36.68219398
556,3701055144.0,0,0.931818181818,116.9510439,36.67918961
562,3701055152.0,0,0.939393939394,117.0454576,36.66072876
600,3701111001.0,0,0.963068181818,117.0409319,36.72030463
601,3701111002.0,0,0.956439393939,117.0669612,36.67560995
602,3701111004.0,0,0.961174242424,117.0150049,36.71698066
603,3701111005.0,0,0.973484848485,116.9250019,36.72107171
604,3701111006.0,0,0.939393939394,116.9896915,36.54996367
605,3701111010.0,0,0.962121212121,116.9340533,36.67990555
606,3701111011.0,0,0.924242424242,116.9244905,36.68092831
607,3701111012.0,0,0.964015151515,116.9298089,36.66543347
608,3701111013.0,0,0.633522727273,116.9302691,36.68491708
609,3701111014.0,0,0.964962121212,116.9248485,36.71069067
659,3701126001.0,0,0.0918560606061,117.1684703,36.3910265
660,3701126002.0,0,0.319128787879,117.0836834,36.34582043
661,3701126003.0,0,0.421401515152,117.2170003,36.75477171
662,3701126010.0,0,0.830492424242,117.0509805,36.67164675
663,3701126011.0,0,0.922348484848,117.049766,36.67410137
664,3701126012.0,0,0.513257575758,117.0714869,36.67174902
665,3701126013.0,0,0.685606060606,117.0595973,36.68463582
666,3701126014.0,0,0.964962121212,117.050955,36.68879079
667,3701126015.0,0,0.9375,117.0786974,36.68755069
668,3701126016.0,0,0.4375,117.0789786,36.67630031
669,3701126017.0,0,0.693181818182,117.0745041,36.67315532
670,3701126018.0,0,0.184659090909,117.0594695,36.70023294
672,3701126022.0,0,0.792613636364,117.0768564,36.73764045
673,3701126028.0,0,0.80303030303,117.1807946,36.68857345
674,3701126029.0,0,0.774621212121,117.155072,36.452085
675,3701126032.0,0,0.624053030303,117.2041647,36.82385926
677,3701126034.0,0,0.266098484848,117.2145969,36.50557581
678,3701126035.0,0,0.936553030303,117.2857811,36.75579447
679,3701126036.0,0,0.730113636364,117.293145,36.84421222
680,3701126038.0,0,0.585227272727,117.2206311,36.66901313
681,3701126039.0,0,0.967803030303,117.2076165,36.67247774
682,3701126040.0,0,0.869318181818,117.25428,36.47693848
683,3701126041.0,0,0.885416666667,117.2248756,36.62242634
684,3701126042.0,0,0.756628787879,116.98918,36.45975608
685,3701126043.0,0,0.889204545455,117.0138287,36.48777976
686,3701126044.0,0,0.704545454545,117.0255905,36.45484683
687,3701126045.0,0,0.923295454545,117.0567847,36.45985836
688,3701126046.0,0,0.761363636364,117.1801298,36.51815578
689,3701126047.0,0,0.874053030303,117.2084603,36.50884865
690,3701126048.0,0,0.931818181818,117.22058,36.64605213
691,3701126049.0,0,0.0265151515152,117.2712579,36.63771663
692,3701126050.0,0,0.956439393939,117.2609791,36.7299186
693,3701126051.0,0,0.899621212121,117.1393216,36.50271208
694,3701126060.0,0,0.840909090909,117.136867,36.35932088
695,3701126061.0,0,0.515151515152,117.2118865,36.4603186
696,3701126062.0,0,0.702651515152,117.0930928,36.34888871
697,3701126063.0,0,0.579545454545,117.0210903,36.37466231
698,3701126067.0,0,0.926136363636,117.0898711,36.7543626
699,3701126069.0,0,0.945075757576,117.3199413,36.85270114
700,3701126070.0,0,0.503156565657,117.2295292,36.73201526
701,3701126071.0,0,0.690340909091,117.2844515,36.73968597
702,3701126073.0,0,0.795454545455,117.2032442,36.74633392
703,3701126074.0,0,0.597537878788,117.2875198,36.55308309
704,3701126076.0,0,0.367424242424,117.2305519,36.49084804
705,3701126077.0,0,0.63446969697,117.2037556,36.72270812
706,3701126078.0,0,0.920454545455,117.2064148,36.69049113
707,3701126079.0,0,0.327651515152,117.1971076,36.78908536
708,3701126080.0,0,0.907196969697,117.2315747,36.578601
717,3701126101.0,0,0.59154040404,117.0662197,36.68540289
718,3701126102.0,0,0.974431818182,117.0575518,36.7023296
719,3701126103.0,0,0.960227272727,117.0639392,36.71486231
720,3701126104.0,0,0.484848484848,117.0690834,36.71626473
721,3701126105.0,0,0.92297979798,117.0709883,36.71372061
722,3701126108.0,0,0.897095959596,117.2204522,36.64548961
723,3701126109.0,0,0.971590909091,117.0277639,36.7220689
725,3701126115.0,0,0.918560606061,117.1693013,36.66884694
726,3701126118.0,0,0.95928030303,117.0595717,36.69603961
727,3701126119.0,0,0.971590909091,117.0669101,36.67153169
728,3701126120.0,0,0.969696969697,117.062461,36.69047835
729,3701126121.0,0,0.96875,117.0668845,36.67962429
730,3701126122.0,0,0.708333333333,117.0737753,36.68067262
731,3701126123.0,0,0.939393939394,117.0784033,36.68833055
732,3701126124.0,0,0.957070707071,117.0862147,36.68941723
733,3701126125.0,0,0.90625,117.2077571,36.67298912
734,3701126126.0,0,0.966856060606,117.0587408,36.67160839
735,3701126130.0,0,0.893939393939,117.0439363,36.69104086
736,3701126131.0,0,0.629734848485,116.9912129,36.68430342
737,3701126133.0,0,0.420454545455,117.0727654,36.68678362
738,3701126134.0,0,0.708333333333,117.0784289,36.68825384
739,3701126135.0,0,0.880681818182,117.060147,36.68409887
740,3701126136.0,0,0.876893939394,117.0603388,36.67958593
741,3701126137.0,0,0.765782828283,117.0868028,36.68452076
767,3701126614.0,0,0.967803030303,117.2304497,36.6700359
768,3701126615.0,0,0.948863636364,117.2308588,36.66983134
772,3701126637.0,0,0.944128787879,117.13206,36.68905926
820,3701247001.0,0,0.515151515152,116.49197,36.35937
821,3701247003.0,0,0.0217803030303,116.33804,36.29504
822,3701247005.0,0,0.500946969697,116.22697,36.17341
823,3701247006.0,0,0.53125,116.27026,36.11452
824,3701247008.0,0,0.503787878788,116.47659,36.31124
825,3701247009.0,0,0.939393939394,116.45208,36.30758
826,3701247010.0,0,0.6875,116.41609,36.29791
827,3701247011.0,0,0.543560606061,116.44873,36.29229
828,3701247013.0,0,0.909090909091,116.46194,36.28814
829,3701247015.0,0,0.227272727273,116.44781,36.28295
830,3701247017.0,0,0.668560606061,116.44696,36.27319
831,3701247018.0,0,0.971590909091,116.45558,36.27339
832,3701247020.0,0,0.871212121212,116.551441,36.31414
833,3701247021.0,0,0.575757575758,116.46099,36.28251
834,3701247031.0,0,0.668560606061,116.269923,36.15574016
836,3701247033.0,0,0.594696969697,116.3362491,36.10444866
837,3701247037.0,0,0.681818181818,116.4924248,36.18473546
838,3701247045.0,0,0.744318181818,116.3307262,36.22002074
839,3701247047.0,0,0.856060606061,116.4022172,36.16775761
840,3701247048.0,0,0.918560606061,116.4190928,36.17967279
841,3701247051.0,0,0.831439393939,116.4757538,36.09907916
842,3701247053.0,0,0.647727272727,116.4900724,36.29555169
843,3701247055.0,0,0.682765151515,116.4060526,36.26916444
882,3701257102.0,0,0.957386363636,116.9319055,37.01409294
883,3701257103.0,0,0.910037878788,117.1176774,36.92641669
884,3701257104.0,0,0.939393939394,117.2249779,37.04293482
885,3701257105.0,0,0.648674242424,117.1136758,36.93124924
886,3701260001.0,0,0.952651515152,117.1616178,37.13334696
887,3701260002.0,0,0.945075757576,117.162436,37.13314241
888,3701260003.0,0,0.94696969697,117.0397046,37.2589421
889,3701260004.0,0,0.956439393939,117.0407274,37.25791934
890,3701260005.0,0,0.590909090909,117.1374806,37.43281159
891,3701260006.0,0,0.560606060606,117.1378897,37.43935727
892,3701260007.0,0,0.943181818182,117.3211686,37.416856
893,3701260008.0,0,0.948863636364,117.3178958,37.41256091
894,3701260009.0,0,0.833333333333,117.1610041,37.24646441
895,3701260010.0,0,0.94696969697,117.1245938,37.33769475
896,3701260011.0,0,0.958333333333,117.1745046,37.32051235
897,3701260012.0,0,0.943181818182,117.1065932,37.27980644
898,3701260013.0,0,0.539772727273,117.14464,37.34751326
899,3701260014.0,0,0.922348484848,117.0642508,37.2715732
900,3701260015.0,0,0.887310606061,117.0980532,37.23930507
901,3701260016.0,0,0.689393939394,117.0637395,37.19686046
902,3701260017.0,0,0.831439393939,117.0614894,37.4031515
903,3701260018.0,0,0.507575757576,117.2322671,37.41286774
904,3701260019.0,0,0.660984848485,117.3132934,37.44022661
905,3701260020.0,0,0.848484848485,117.2247989,37.18760447
906,3701260021.0,0,0.466856060606,117.2029757,37.22965276
907,3701260022.0,0,0.895833333333,117.3412659,37.2486122
908,3701260024.0,0,0.651515151515,117.15,37.47
909,3701260025.0,0,0.65625,117.269,37.282
910,3701260100.0,0,0.952651515152,117.152,37.297
911,3701260101.0,0,0.945075757576,117.152,37.297
912,3701260102.0,0,0.920454545455,117.152,37.297
913,3701260103.0,0,0.922348484848,117.152,37.297
926,3701260116.0,0,0.943181818182,117.161941,37.314675
927,3701260124.0,0,0.874053030303,117.160113,37.324533
928,3701260132.0,0,0.914772727273,117.163395,37.310239
929,3701260140.0,0,0.946022727273,117.147556,37.286647
930,3701260148.0,0,0.934974747475,117.154668,37.302094
931,3701260156.0,0,0.710227272727,117.044559,37.261737
932,3701260203.0,0,0.955965909091,117.168107,37.287476
933,3701267201.0,0,0.947916666667,117.2585756,37.21931008
934,3701267202.0,0,0.724431818182,117.2371487,37.51836561
935,3701267203.0,0,0.511363636364,117.1616434,37.15600113
936,3701810101.0,0,0.0700757575758,117.55386,36.71213
937,3701810201.0,0,0.168560606061,117.50875,36.71836
938,3701810202.0,0,0.181818181818,117.56233,36.71718
939,3701810205.0,0,0.181818181818,117.49215,36.72761
940,3701810301.0,0,0.00378787878788,117.69361,36.68116
942,3701810801.0,0,0.181818181818,117.3661701,36.6747406
944,3701810904.0,0,0.0246212121212,117.6934539,36.53513362
945,3701811002.0,0,0.0852272727273,117.44647,36.48352
946,3701811201.0,0,0.180871212121,117.46574,36.64915
947,3701811202.0,0,0.181818181818,117.46112,36.69297
948,3701811203.0,0,0.181818181818,117.46691,36.66804
950,3701811801.0,0,0.177083333333,117.49935,36.96224
953,3701812001.0,0,0.157196969697,117.51075,36.85782
954,3701812401.0,0,0.168560606061,117.50772,36.67602
955,3701812402.0,0,0.166666666667,117.54048,36.68256
956,3701979101.0,0,0.958333333333,117.1003039,36.69276336
957,3701979102.0,0,0.962752525253,117.109278,36.6797777
958,3701979105.0,0,0.701388888889,117.1906642,36.67320646
968,3701979604.0,0,0.962121212121,117.113548,36.68092831
969,3701979605.0,0,0.842803030303,117.1231108,36.6848148
970,3701979606.0,0,0.950757575758,117.126895,36.68614439
971,3701979607.0,0,0.946022727273,117.1307304,36.6887013
980,3701979622.0,0,0.643939393939,117.0714358,36.67160839
